Site,Date,Day.Night,Time pt,Pool,Time,Salinity ,Conductivity,Temp.pool,DO,mV,Temp.in,pH.pre,TA,CRM.off,NN,PO,NH4,Wind,PoolID,SetID,comments
CDM,9/27/2016,Night,0,15,0:23,34.4,45258,18,6.58,-47.2,18.832,7.930495878,2257.077,-0.56,1.42,0.543,3.056,3.2,44,88,
CDM,9/27/2016,Night,0,Ocean,0:25,34.4,45394,18.2,7.25,-51.5,18.492,8.008611497,2280.299,-0.56,0.693,0.566,1.994,3.2,Ocean,Ocean,
CDM,9/27/2016,Night,1,1,0:40,34.6,45198,17.8,2.99,-33.6,18.702,7.697104751,2324.682,-0.56,0.737,0.592,3.67,2.3,31,75,
CDM,9/27/2016,Night,1,2,0:43,34.4,45376,18.2,5.9,-44.5,18.97,7.882369771,2246.196,-0.56,0.664,0.603,2.832,2.3,32,76,
CDM,9/27/2016,Night,1,3,0:45,34.5,45378,18.1,5.06,-42.3,18.894,7.84524336,2235.566,-0.56,0.652,0.558,3.056,2.3,33,77,
CDM,9/27/2016,Night,1,4,0:47,34.5,45130,17.8,5.01,-42.9,18.86,7.855969449,2256.273,-0.56,0.691,0.572,2.218,2.3,34,78,
CDM,9/27/2016,Night,1,5,0:48,34.6,44806,17.4,6.06,-44.5,18.483,7.887746754,2265.816,-0.56,0.306,0.541,2.832,2.3,35,79,
CDM,9/27/2016,Night,1,6,0:49,34.6,44961,17.5,6.2,-45.6,18.195,7.909958568,2241.161,-0.56,0.449,0.537,1.994,2.3,36,80,
CDM,9/27/2016,Night,1,7,0:51,34.5,44748,17.4,3.02,-34.8,18.42,7.720779754,2261.676,-0.56,0.796,0.555,2.888,2.3,,,
CDM,9/27/2016,Night,1,8,0:54,34.6,44841,17.4,4.63,-39.9,17.946,7.814045761,2276.563,-0.56,0.947,0.547,2.441,2.3,37,81,
CDM,9/27/2016,Night,1,9,0:56,34.6,44973,17.6,3.02,-35.1,18.029,7.730071084,2235.193,-0.56,0.57,0.597,3.447,2.3,38,82,
CDM,9/27/2016,Night,1,10,0:58,34.3,44673,17.5,2.41,-31.7,18.239,7.669060218,2344.982,-0.56,0.63,0.592,3.503,2.3,39,83,
CDM,9/27/2016,Night,1,11,1:00,34.5,44973,17.7,5.07,-40.4,18.213,7.819813161,2280.316,-0.56,0.438,0.556,1.771,2.3,40,84,
CDM,9/27/2016,Night,1,12,1:02,34.2,44612,17.6,2.83,-23.3,18.173,7.524424023,2331.644,-0.56,0.407,0.592,2.888,2.3,41,85,
CDM,9/27/2016,Night,1,13,1:04,34.5,44950,17.6,3.19,-33.5,18.208,7.700514888,2322.391,-0.56,1.04,0.607,2.777,2.3,42,86,
CDM,9/27/2016,Night,1,14,1:05,34.5,44996,17.7,3.54,-33.7,18.061,7.705506222,2290.158,-0.56,1.1,0.655,2.721,2.3,43,87,
CDM,9/27/2016,Night,1,15,1:08,34.5,46065,17.7,6.02,-44.7,18.222,7.894091248,2239.671,-0.56,0.905,0.575,1.771,2.3,44,88,
CDM,9/27/2016,Night,1,Ocean,1:09,34.4,45173,17.9,6.95,-45.5,18.409,7.905850041,2251.844,-0.56,0.971,0.564,2.106,2.3,Ocean,Ocean,
CDM,9/27/2016,Night,2,1,1:25,34.6,45114,17.7,2.16,-28.2,18.249,7.608424703,2379.993,0.8,0.861,0.589,3.279,0,31,75,
CDM,9/27/2016,Night,2,2,1:29,34.5,45301,18,5.37,-42.4,18.558,7.850637088,2260.373,0.8,1.17,0.59,2.497,0,32,76,
CDM,9/27/2016,Night,2,3,1:31,34.5,45248,18,3.94,-38.5,18.456,7.784348716,2272.249,0.8,1.42,0.635,3,0,33,77,
CDM,9/27/2016,Night,2,4,1:33,34.6,44960,17.5,4.02,-40.8,18.027,7.828748809,2303.634,0.8,0.977,0.563,2.497,0,34,78,
CDM,9/27/2016,Night,2,5,1:35,34.6,44576,17.1,4.88,-41,17.572,7.837154622,2302.492,0.8,0.816,0.525,2.33,0,35,79,
CDM,9/27/2016,Night,2,6,1:37,34.7,44764,17.3,5.69,-42.6,17.775,7.862664933,2307.521,0.8,0.998,0.533,2.05,0,36,80,
CDM,9/27/2016,Night,2,7,1:39,34.6,44566,17.1,2.26,-31.3,17.821,7.666439629,2368.156,0.8,0.926,0.556,2.441,0,,,
CDM,9/27/2016,Night,2,8,1:41,34.7,44610,17.1,3.83,-36.8,17.9,7.760863579,2325.213,0.8,0.792,0.581,3,0,37,81,
CDM,9/27/2016,Night,2,9,1:43,34.6,44788,17.4,2.21,-32.5,18.054,7.684811276,2266.908,0.8,0.14,0.595,2.497,0,38,82,
CDM,9/27/2016,Night,2,10,1:46,34.6,44669,17.3,1.64,-29.1,17.961,7.626912947,2421.062,0.8,0.551,0.667,2.832,0,39,83,
CDM,9/27/2016,Night,2,11,1:49,34.6,44633,17.2,4.21,-37.2,17.841,7.768417497,2277.172,0.8,0.161,0.558,1.603,0,40,84,
CDM,9/27/2016,Night,2,12,1:51,34.5,44445,17.2,1.98,-29.3,17.898,7.631015808,2321.294,0.8,0.868,0.562,1.771,0,41,85,
CDM,9/27/2016,Night,2,13,1:54,34.6,44751,17.3,2.24,-29.7,18.151,7.635364966,2349.766398,-0.97,1.5,0.604,1.38,0,42,86,
CDM,9/27/2016,Night,2,14,1:56,34.6,44836,17.4,1.99,-29.7,18.273,7.634122913,2341.323,0.8,1.18,0.728,2.944,0,43,87,
CDM,9/27/2016,Night,2,15,2:00,34.5,44790,17.5,5.28,-42.5,18.359,7.854540216,2216.865,0.8,0.848,0.572,3.335,0,44,88,
CDM,9/27/2016,Night,2,Ocean,2:03,34.4,44949,17.7,7.43,-50.1,18.219,7.987527124,2230.922,0.8,0.795,0.618,2.385,0,Ocean,Ocean,
CDM,9/27/2016,Night,3,1,2:12,34.7,44842,17.3,1.68,-26.3,18.205,7.576003239,2434.005,0.8,0.055,0.282,1.782,1.4,31,75,
CDM,9/27/2016,Night,3,2,2:16,34.5,45176,17.8,4.72,-40,18.641,7.808278376,2267.971,0.8,1.34,0.218,1.333,1.4,32,76,
CDM,9/27/2016,Night,3,3,2:17,34.5,45117,17.8,2.71,-33,18.739,7.6863605,2352.013,0.8,1.65,0.241,1.846,1.4,33,77,
CDM,9/27/2016,Night,3,4,2:19,34.6,44823,17.4,3.36,-37.9,18.36,7.775002533,2328.351,0.8,0.626,0.157,2.615,1.4,34,78,
CDM,9/27/2016,Night,3,5,2:21,34.7,44488,17,4.08,-38.2,18.06,7.783394695,2338.956,0.8,0.174,0.099,1.333,1.4,35,79,
CDM,9/27/2016,Night,3,6,2:23,34.7,44711,17.1,4.72,-38.4,18.008,7.787412516,2319.364,0.8,2.71,0.16,1.205,1.4,36,80,
CDM,9/27/2016,Night,3,7,2:25,34.7,44516,17,1.7,-27.6,17.929,7.601266819,2401.785,0.8,0.283,0.338,1.526,1.4,,,
CDM,9/27/2016,Night,3,8,2:27,34.7,44490,16.9,3.11,-33.7,17.891,7.707278619,2331.739,0.8,1.02,0.108,1.333,1.4,37,81,
CDM,9/27/2016,Night,3,9,2:29,34.7,44578,17,1.82,-29.2,17.744,7.630849339,2398.776,0.8,0.29,0.188,1.526,1.4,38,82,
CDM,9/27/2016,Night,3,10,2:32,34.6,44529,17.1,1.49,-27.3,17.922,7.59614294,2487.914,0.8,1.03,0.439,1.269,1.4,39,83,
CDM,9/27/2016,Night,3,11,2:43,34.6,44427,17,3.62,-34,17.782,7.71361237,2278.954,0.8,2.4,0.165,1.205,1.4,40,84,
CDM,9/27/2016,Night,3,12,2:37,34.5,44282,16.9,4.57,-27.2,17.647,7.597173919,2341.85,0.8,1.11,0.164,1.654,1.4,41,85,
CDM,9/27/2016,Night,3,13,2:39,34.7,44496,17,1.78,-28.4,17.565,7.618800915,2416.716,0.8,0.298,0.336,1.397,1.4,42,86,
CDM,9/27/2016,Night,3,14,2:41,34.6,44576,17.2,4.44,-27.5,17.673,7.602111424,2392.14,0.8,1.74,0.382,1.59,1.4,43,87,
CDM,9/27/2016,Night,3,15,2:42,34.6,44707,17.3,4.78,-29.6,17.544,7.63981786,2281.875,0.8,0.104,0.187,2.359,1.4,44,88,
CDM,9/27/2016,Night,3,Ocean,2:45,34.4,44868,17.6,7.6,-45.1,17.652,7.907339881,2236.394,0.8,1,0.163,1.333,1.4,Ocean,Ocean,
CDM,9/27/2016,Night,4,1,3:01,34.8,44887,17.2,1.48,-25.1,17.794,7.559320673,2534.848,0.8,0.641,0.421,1.782,1.2,31,75,
CDM,9/27/2016,Night,4,2,3:03,34.6,45233,17.9,3.93,-37.5,18.246,7.769300212,2261.47,0.8,1.51,0.323,1.782,1.2,32,76,
CDM,9/27/2016,Night,4,3,3:05,34.4,44885,17.7,1.95,-30.7,18.047,7.65373113,2332.81,0.8,0.818,0.329,2.167,1.2,33,77,
CDM,9/27/2016,Night,4,4,3:07,34.6,44737,17.3,2.91,-36.2,17.724,7.752336228,2343.012,0.8,3.23,0.26,1.59,1.2,34,78,
CDM,9/27/2016,Night,4,5,3:09,34.7,44381,16.7,3.46,-35.6,17.274,7.746690321,2347.73,0.8,0.128,0.182,1.654,1.2,35,79,
CDM,9/27/2016,Night,4,6,3:11,34.7,44575,17,3.79,-36.1,17.42,7.753820666,2360.47,0.8,1.29,0.285,1.846,1.2,36,80,
CDM,9/27/2016,Night,4,7,3:13,34.6,44398,16.8,1.64,-27,17.164,7.598559518,2448.21,0.8,1.51,0.422,1.333,1.2,,,
CDM,9/27/2016,Night,4,8,3:15,34.8,44445,16.8,2.83,-31.5,17.215,7.676151556,2359.572,0.8,0.085,0.222,2.167,1.2,37,81,
CDM,9/27/2016,Night,4,9,3:17,34.6,44586,17,1.48,-27.9,17.347,7.612334243,2407.923,0.8,1.02,0.408,1.526,1.2,38,82,
CDM,9/27/2016,Night,4,10,3:19,34.6,44417,16.9,1.19,-26.6,17.225,7.591003961,2561.701,0.57,2.27,0.722,1.718,1.2,39,83,
CDM,9/27/2016,Night,4,11,3:22,34.7,44401,16.8,3.37,-31.7,17.191,7.679870854,2313.725,0.57,0.926,0.289,1.59,1.2,40,84,
CDM,9/27/2016,Night,4,12,3:23,34.6,44255,16.8,1.66,-26.1,17.025,7.584325996,2404.341,0.57,1.04,0.327,1.205,1.2,41,85,
CDM,9/27/2016,Night,4,13,3:27,34.6,44351,16.9,1.74,-26.9,17.095,7.597516857,2440.916,0.57,0.386,0.554,1.205,1.2,42,86,
CDM,9/27/2016,Night,4,14,3:29,34.6,44455,17,1.35,-25.9,17.111,7.579993261,2439.317,0.57,0.805,0.606,1.333,1.2,43,87,
CDM,9/27/2016,Night,4,15,3:31,34.6,44597,17.2,4.38,-37.3,17.299,7.775923937,2281.439,0.57,0.26,0.32,1.782,1.2,44,88,
CDM,9/27/2016,Night,4,Ocean,3:34,34.5,45191,17.9,7.75,-47.6,17.597,7.951285801,2252.374,0.57,1.12,0.286,1.59,1.2,Ocean,Ocean,
CDM,9/27/2016,Night,5,1,,,,,,,,,,,,,,,31,75,
CDM,9/27/2016,Night,5,2,,,,,,,,,,,,,,,32,76,
CDM,9/27/2016,Night,5,3,,,,,,,,,,,,,,,33,77,
CDM,9/27/2016,Night,5,4,,,,,,,,,,,,,,,34,78,
CDM,9/27/2016,Night,5,5,,,,,,,,,,,,,,,35,79,
CDM,9/27/2016,Night,5,6,,,,,,,,,,,,,,,36,80,
CDM,9/27/2016,Night,5,7,,,,,,,,,,,,,,,,,
CDM,9/27/2016,Night,5,8,,,,,,,,,,,,,,,37,81,
CDM,9/27/2016,Night,5,9,,,,,,,,,,,,,,,38,82,
CDM,9/27/2016,Night,5,10,,,,,,,,,,,,,,,39,83,
CDM,9/27/2016,Night,5,11,,,,,,,,,,,,,,,40,84,
CDM,9/27/2016,Night,5,12,,,,,,,,,,,,,,,41,85,
CDM,9/27/2016,Night,5,13,,,,,,,,,,,,,,,42,86,
CDM,9/27/2016,Night,5,14,,,,,,,,,,,,,,,43,87,
CDM,9/27/2016,Night,5,15,,,,,,,,,,,,,,,44,88,
CDM,9/27/2016,Night,5,Ocean,,,,,,,,,,,,,,,Ocean,Ocean,
Monterey,7/11/2016,Day,0,1,7:24,36.5,42495,13.2,5.56,-26.5,14.177,7.588136228,2332.747,-0.03106,0.42,0.63,4.6,1.2,45,89,
Monterey,7/11/2016,Day,0,2,7:34,36.5,42495,13,4.49,-30.1,13.458,7.661611126,2287.448,-0.03106,0.63,0.61,4.85,1.2,46,90,
Monterey,7/11/2016,Day,0,3,7:37,36.5,42393,12.9,6.71,-38.4,13.131,7.812436619,2220.611,-0.03106,1.79,0.69,4.6,1.2,47,91,
Monterey,7/11/2016,Day,0,4,,,,,,,,,,,,,,,,,
Monterey,7/11/2016,Day,0,5,7:46,37.2,43958,13.7,2.2,-23.3,13.97,7.534892248,2435.892,-0.03106,0.03,0.44,2.02,1.2,48,92,
Monterey,7/11/2016,Day,0,6,7:48,37,43809,13.7,2.04,-18,13.832,7.443742427,2264.662,-0.03106,0,0.4,2.58,1.2,49,93,
Monterey,7/11/2016,Day,0,7,7:55,36,43120,15.3,3.83,-22.4,13.572,7.524626863,2260.938,-0.03106,1.27,0.69,5.54,1.2,50,94,
Monterey,7/11/2016,Day,0,8,8:00,36.7,42751,13,4.75,-28,13.272,7.627338982,2217.733,-0.03106,2.27,0.54,5.23,1.2,51,95,
Monterey,7/11/2016,Day,0,9,,,,,,,,,,,,,,,,,
Monterey,7/11/2016,Day,0,10,8:09,37.2,44092,13.8,4.52,-31.4,13.891,7.678210298,2441.99,-0.03106,0,0.24,1.64,1.2,52,96,
Monterey,7/11/2016,Day,0,11,8:15,36.8,43286,13.5,7.33,-40.6,13.588,7.844290071,2177.933,-0.03106,1.24,0.51,3.91,1.2,53,97,
Monterey,7/11/2016,Day,0,12,8:27,37.1,43863,13.6,2.93,-26.8,14.121,7.59419026,2356.256,-0.03106,0.02,0.58,1.89,1.2,54,98,
Monterey,7/11/2016,Day,0,13,8:30,37,43830,13.7,4.59,-21.9,14.022,7.509597982,2301.211,-0.03106,1.98,0.86,8.75,1.2,55,99,
Monterey,7/11/2016,Day,0,14,8:36,36.8,43236,13.4,5.08,-26.2,13.885,7.586995574,2198.864,-0.03106,1.17,0.51,7.55,1.2,56,100,
Monterey,7/11/2016,Day,0,15,8:20,37.5,44987,14.4,4.63,-22.4,14.674,7.509335424,2326.801,-0.03106,0.03,0.53,5.35,1.2,57,101,
Monterey,7/11/2016,Day,0,Ocean,8:42,36.7,41954,12.2,7.4,-48.1,12.899,7.986801235,2231.687,-0.03106,2.19,0.39,0.38,1.2,Ocean,Ocean,
Monterey,7/11/2016,Day,1,1,8:45,36.7,43426,13.5,6.29,-31.7,14.488,7.674857382,2311.476,-0.03106,0.57,0.86,6.42,0,45,89,
Monterey,7/11/2016,Day,1,2,8:49,36.4,43423,13.9,7.78,-42.4,14.36,7.864263237,2263.271,-0.03106,0.39,0.58,6.17,0,46,90,
Monterey,7/11/2016,Day,1,3,8:51,36.8,43508,13.6,8.79,-49.6,14.252,7.99214812,2162.674,-0.03106,0.6,0.59,6.48,0,47,91,
Monterey,7/11/2016,Day,1,4,,,,,,,,,,,,,,,,,
Monterey,7/11/2016,Day,1,5,8:55,37.4,44877,14.4,4.49,-30.7,15.754,7.639214452,2379.749,-0.03106,0,0.42,3.65,0,48,92,
Monterey,7/11/2016,Day,1,6,8:57,37.1,44254,14.1,3.32,-22.7,15.476,7.503495235,2235.17,-0.03106,0.07,0.4,4.41,0,49,93,
Monterey,7/11/2016,Day,1,7,9:06,36.8,43809,14,5.52,-31.9,15.207,7.668004059,2239.838,-0.03106,0.78,0.47,7.18,0,50,94,
Monterey,7/11/2016,Day,1,8,9:02,36.8,43276,13.3,5.02,-30.1,14.855,7.641572478,2191.152,-0.03106,1.75,0.54,6.11,0,51,95,
Monterey,7/11/2016,Day,1,9,,,,,,,,,,,,,,,,,
Monterey,7/11/2016,Day,1,10,9:11,37.3,45449,15,7.25,-44.8,16.479,7.874234076,2420.83,-0.03106,0,0.42,1.52,0,52,96,
Monterey,7/11/2016,Day,1,11,9:26,37.1,44898,14.7,9.19,-50.3,16.148,7.975040296,2154.528,-0.002,1.65,0.55,5.16,0,53,97,
Monterey,7/11/2016,Day,1,12,9:17,37.1,44791,14.6,4.18,-33.6,16.109,7.68467855,2374.233,-0.03106,0,0.58,2.14,0,54,98,
Monterey,7/11/2016,Day,1,13,9:20,37,44696,14.6,4.07,-25.5,16.011,7.54491858,2290.242,-0.03106,1.76,0.87,10.64,0,55,99,
Monterey,7/11/2016,Day,1,14,9:25,36.9,44695,14.7,6.71,-37.3,15.833,7.753188531,2148.59,-0.03106,0.97,0.61,9.57,0,56,100,
Monterey,7/11/2016,Day,1,15,9:27,37.6,46591,15.7,6.97,-37,16.748,7.734582451,2309.523,-0.03106,0.05,0.72,7.24,0,57,101,
Monterey,7/11/2016,Day,1,Ocean,9:43,36.7,42470,13,10.24,-59.1,14.733,8.150997937,2227.535,-0.03106,3.12,0.55,0.57,0,Ocean,Ocean,
Monterey,7/11/2016,Day,2,1,9:47,36.8,44708,14.9,10.9,-41.2,15.981,7.818998452,2256.359,-0.03106,0.2,0.84,7.74,4.1,45,89,
Monterey,7/11/2016,Day,2,2,9:49,35.9,44931,16,11.87,-59.9,16.569,8.135546806,2223.87,-0.03106,0.1,0.69,5.73,4.1,46,90,
Monterey,7/11/2016,Day,2,3,9:51,36.8,44547,14.6,11.51,-63,15.836,8.201337633,2074.13,-0.03106,0.2,0.72,5.79,4.1,47,91,
Monterey,7/11/2016,Day,2,4,,,,,,,,,,,,,,,,,
Monterey,7/11/2016,Day,2,5,9:57,37.4,46255,15.7,7.42,-42.8,16.31,7.841960624,2297.136,-0.03106,0,0.6,7.3,4.1,48,92,
Monterey,7/11/2016,Day,2,6,9:58,37.1,44794,14.6,4.41,-27.1,15.657,7.577778323,2300.609,-0.03106,1.19,0.68,6.23,4.1,49,93,
Monterey,7/11/2016,Day,2,7,10:02,36.9,44639,14.7,7.31,-29.2,15.823,7.612069529,2209.024,-0.03106,0.56,0.72,6.61,4.1,50,94,
Monterey,7/11/2016,Day,2,8,10:05,36.8,43669,13.8,5.92,-34.4,15.238,7.711247239,2199.957,-0.03106,1.54,0.74,7.43,4.1,51,95,
Monterey,7/11/2016,Day,2,9,,,,,,,,,,,,,,,,,
Monterey,7/11/2016,Day,2,10,10:09,36.8,46518,16.5,11.89,-58.3,17.469,8.093454532,2330.803,-0.03106,0,0.54,3.21,4.1,52,96,
Monterey,7/11/2016,Day,2,11,10:17,36.9,45756,15.7,10.7,-57,16.486,8.086412017,2145.116,-0.03106,0.83,0.58,5.92,4.1,53,97,
Monterey,7/11/2016,Day,2,12,10:20,37.1,45646,15.4,7.05,-41.8,15.945,7.829994255,2316.454,-0.03106,0.19,0.74,3.47,4.1,54,98,
Monterey,7/11/2016,Day,2,13,10:23,37,45484,15.3,4.32,-31.2,15.583,7.650383278,2301.257,-0.03106,1.51,1.03,10.7,4.1,55,99,
Monterey,7/11/2016,Day,2,14,10:27,36.9,45404,15.4,8.71,-43.7,16.111,7.860620392,2113.322,-0.03106,0.62,0.6,7.49,4.1,56,100,
Monterey,7/11/2016,Day,2,15,10:30,37.5,47221,16.5,9.84,-49.5,17.137,7.945928888,2255.359,-0.03106,0,0.61,9.5,4.1,57,101,
Monterey,7/11/2016,Day,2,Ocean,10:37,36.7,42432,12.7,10.19,-62.4,14.349,8.215021519,2223.098,-0.03106,1.74,0.54,0.76,4.1,Ocean,Ocean,
Monterey,7/11/2016,Day,3,1,10:41,36.1,46196,17.1,14.42,-53.1,16.88,8.012421563,2198.095,-0.03106,0.134,0.856,8.02,0,45,89,
Monterey,7/11/2016,Day,3,2,10:43,36.1,46196,17.1,14.42,-69.9,17.693,8.2909201,2199.586,-0.03106,0,0.602,5.51,0,46,90,
Monterey,7/11/2016,Day,3,3,10:46,37,45627,15.4,14.55,-76.6,17.337,8.413034633,2077.959,-0.03106,0.0747,0.516,4.98,0,47,91,
Monterey,7/11/2016,Day,3,4,,,,,,,,,,,,,,,,,
Monterey,7/11/2016,Day,3,5,10:50,37.2,46512,16.2,9.89,-53.5,17.2,8.014394515,2278.95,-0.03106,0,0.416,8.02,0,48,92,
Monterey,7/11/2016,Day,3,6,10:51,37,45074,15,6.3,-35.4,16.631,7.708463003,2188.242,-0.03106,0,0.444,6.8,0,49,93,
Monterey,7/11/2016,Day,3,7,10:56,37,45654,15.6,10.26,-49.1,16.946,7.941905135,2170.392,-0.03106,0.373,0.509,5.8,0,50,94,
Monterey,7/11/2016,Day,3,8,10:57,36.8,44021,14.1,6.66,-36.9,16.1,7.742305927,2197.243,-0.03106,0.97,0.555,5.8,0,51,95,
Monterey,7/11/2016,Day,3,9,,,,,,,,,,,,,,,,,
Monterey,7/11/2016,Day,3,10,11:01,37.5,47984,17.2,14.08,-68.6,18.004,8.263293815,2289.138,-0.03106,0,0.448,3.4,0,52,96,
Monterey,7/11/2016,Day,3,11,11:04,36.9,46294,16.2,12.52,-63.4,17.558,8.180461768,2138.784,-0.41,0.818,0.554,5.22,0,53,97,
Monterey,7/11/2016,Day,3,12,11:07,37.2,46485,16.1,7.47,-44.3,16.876,7.859567152,2330.879,-0.03106,0,0.541,5.27,0,54,98,
Monterey,7/11/2016,Day,3,13,11:09,37.1,45915,15.7,6.83,-38.1,16.875,7.751845114,2240.153,-0.03106,1.08,0.8,10.19,0,55,99,
Monterey,7/11/2016,Day,3,14,11:13,36.8,45717,15.8,9.97,-52.5,17.066,7.999112543,2047.287,-0.41,0.421,0.466,8.55,0,56,100,
Monterey,7/11/2016,Day,3,15,11:16,37.8,48159,17.1,12.21,-59.3,18.132,8.100288751,2217.426,-0.41,0,0.503,8.84,0,57,101,
Monterey,7/11/2016,Day,3,Ocean,11:21,36.7,42793,13,10.41,-62.3,15.527,8.19413145,2193.834,-0.03106,1.45,0.442,0.77,0,Ocean,Ocean,
Monterey,7/11/2016,Day,4,1,11:40,37.3,47526,17.1,12.7,-66.5,17.397,8.236828107,2225.693,0.166,0,0.702,8.43,3,45,89,
Monterey,7/11/2016,Day,4,2,11:44,35.8,47875,18.4,18.22,-80,18.379,8.454229186,2081.252,0.166,0,0.535,7.32,3,46,90,
Monterey,7/11/2016,Day,4,3,11:47,36.9,46933,16.8,18.51,-87.9,17.77,8.60147355,1956.981,0.166,0,0.616,5.04,3,47,91,
Monterey,7/11/2016,Day,4,4,,,,,,,,,,,,,,,,,
Monterey,7/11/2016,Day,4,5,11:52,37.5,47651,17,12.13,-61.5,17.737,8.14466096,2198.281,0.2332,0.115,0.596,10.54,3,48,92,
Monterey,7/11/2016,Day,4,6,11:53,37.1,45873,15.6,8.41,-44.9,17.009,7.867992008,2128.484,0.166,0.037,0.53,7.96,3,49,93,
Monterey,7/11/2016,Day,4,7,11:58,37,46604,16.4,12.01,-59.4,17.114,8.118171119,2137.879,0.166,0.41,0.615,7.79,3,50,94,
Monterey,7/11/2016,Day,4,8,12:00,37,44944,14.8,8.14,-42.5,16.416,7.835153469,2148.481,0.166,1.49,0.775,8.96,3,51,95,
Monterey,7/11/2016,Day,4,9,,,,,,,,,,,,,,3,,,
Monterey,7/11/2016,Day,4,10,12:04,36.5,48754,18.7,15.85,-77.4,18.676,8.404271893,2194.562,0.166,0.331,0.397,3.93,3,52,96,
Monterey,7/11/2016,Day,4,11,12:08,37.1,47616,17.2,14.15,-71.3,18.143,8.307730311,2067.441,-0.41,0.839,0.708,5.1,3,53,97,
Monterey,7/11/2016,Day,4,12,12:11,37.3,47984,17.1,9.42,-51.9,17.602,7.980417827,2311.104,0.2332,0.259,0.683,8.49,3,54,98,
Monterey,7/11/2016,Day,4,13,12:14,36.9,46457,16.3,8.27,-43.4,17.381,7.836380714,2288.765,0.166,1.18,0.902,12.76,3,55,99,
Monterey,7/11/2016,Day,4,14,12:17,36.9,46672,16.6,11.08,-58.5,17.688,8.093459126,2010.547,-0.41,0.796,0.649,9.37,3,56,100,
Monterey,7/11/2016,Day,4,15,12:20,37.8,49027,17.9,14.4,-68.7,18.861,8.251003106,2182.099,-0.41,0.181,0.734,11.01,3,57,101,
Monterey,7/11/2016,Day,4,Ocean,12:26,36.7,43209,13.5,11.06,-67.3,15.673,8.279013698,2255.744,-0.03106,3.14,0.595,0.71,3,Ocean,Ocean,
Monterey,7/11/2016,Day,5,1,12:38,37.5,48082,17.3,16.08,-69.2,18.242,8.269773149,2238.795,0.166,0.253,0.871,9.95,3.2,45,89,
Monterey,7/11/2016,Day,5,2,12:40,35.3,48259,20,19.78,-86.8,19.664,8.549439145,2091.971,0.166,0,0.682,6.27,3.2,46,90,
Monterey,7/11/2016,Day,5,3,12:44,36.9,47966,17.7,20.25,-94.9,18.447,8.710591622,1880.712,0.166,0,0.88,4.11,3.2,47,91,
Monterey,7/11/2016,Day,5,4,,,,,,,,,,,,,,,,,
Monterey,7/11/2016,Day,5,5,12:48,37.5,48088,17.4,13.66,-67.7,17.783,8.251326605,2152.541,0.166,0.38,0.814,11.47,3.2,48,92,
Monterey,7/11/2016,Day,5,6,12:50,37.3,46328,16.2,10.06,-49.7,17.061,7.950565752,2124.272,0.166,0.147,0.632,11.18,3.2,49,93,
Monterey,7/11/2016,Day,5,7,12.53,37.1,47445,17.1,13.21,-65.9,17.881,8.218554348,2103.309,0.166,0.478,0.73,6.91,3.2,50,94,
Monterey,7/11/2016,Day,5,8,12:56,36.9,45250,15.4,9.2,-46,16.414,7.896099479,2095.707,0.166,1.57,0.917,8.78,3.2,51,95,
Monterey,7/11/2016,Day,5,9,,,,,,,,,,,,,,,,,
Monterey,7/11/2016,Day,5,10,13:01,37.5,50621,19.7,17.62,-84.9,19.366,8.521874384,2118.677,0.166,0.564,0.506,4.16,3.2,52,96,
Monterey,7/11/2016,Day,5,11,13:04,37.1,46942,17.7,14.93,-76.9,18.054,8.406119278,2071.74,-0.41,0.615,0.661,5.22,3.2,53,97,
Monterey,7/11/2016,Day,5,12,13:13,37.5,47795,17.1,10.86,-59.4,17.539,8.111418858,2261.217,0.166,0.519,0.731,7.73,3.2,54,98,
Monterey,7/11/2016,Day,5,13,13:15,37.1,46986,16.7,9.08,-48.4,17.264,7.924896128,2218.786,0.166,1.47,1.01,11.42,3.2,55,99,
Monterey,7/11/2016,Day,5,14,13:09,37.1,47230,16.9,12.53,-62.9,17.696,8.16957539,1948.578,-0.41,0.94,0.802,9.02,3.2,56,100,
Monterey,7/11/2016,Day,5,15,13:18,37.9,49736,18.3,15.55,-76.1,18.711,8.381233967,2130.294,-0.41,0.167,0.644,11.06,3.2,57,101,
Monterey,7/11/2016,Day,5,Ocean,13:28,36.7,43044,13.5,9.62,-63.2,15.418,8.211615714,2132.912,0.166,3.51,0.595,0.54,3.2,Ocean,Ocean,
Monterey,7/12/2016,Night,0,1,22:11,36.2,42852,13.4,3.34,-36.8,13.535,7.778284962,2283.455,0.57,1.57,0.618,3.588235,0.03,45,102,
Monterey,7/12/2016,Night,0,2,22:15,36.5,43127,13.5,3.64,-34,13.313,7.732311735,2282.144,0.57,1.06,0.664,4.470588,0.03,46,103,
Monterey,7/12/2016,Night,0,3,22:17,36.4,42705,13.4,4.05,-35.4,13.429,7.755233817,2299.792,0.57,1.33,0.638,2.882353,0.03,47,104,
Monterey,7/12/2016,Night,0,4,,,,,,,,,,,,,,,,,
Monterey,7/12/2016,Night,0,5,22:26,37,44548,14.5,3.19,-36,14.285,7.753179859,2271.223,0.57,2.09,0.646,5.411765,0.03,48,105,
Monterey,7/12/2016,Night,0,6,22:28,36.9,43963,14,3.72,-36.4,13.875,7.766234225,2238.674,0.57,2.39,0.62,4.941176,0.03,49,106,
